id,claim,rating,image_url,permalink,publish_date,keyword,important_tweet_id
408,Photograph captures United Airlines passengers wearing protective crash helmets.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/Condor-flight-helmets.jpg?w=650 650w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/Neue-Kabine_Blick-auf-Condor-Premium-Economy-Class.jpg?w=650 650w']",https://www.snopes.com/fact-check/united-passengers-crash-helmets/,2017-04-15T10:49:01+00:00,united flight helmets,
411,President Donald Trump signed an executive order to buy all of his daughter Ivanka's chametz.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/Screenshot-2017-04-13-at-11.16.09-AM.png?w=270 270w'],https://www.snopes.com/fact-check/trump-ivanka-chametz/,2017-04-13T15:28:38+00:00,trump ivanka chametz ,
412,"A photograph shows John Lennon playing the guitar on the hood of a truck with ""Star Trek"" actor Leonard Nimoy.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/spock-and-john-lennon.jpg?w=590 590w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/spock-lennon-photos.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/elvis-and-lennon.jpg?w=640 640w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/lennon-presley.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/lennon-guitar-spock-elvis/,2017-04-12T14:47:00+00:00,lennon guitar spock elvis ,
413,Southwest Airlines changed their slogan to capitalize on the public relations misfortunes of competitor United Airlines.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/southwest-logo.jpg?w=817 817w'],https://www.snopes.com/fact-check/southwest-airlines-slogan/,2017-04-12T14:34:40+00:00,southwest airlines slogan ,
414,An image shows a 'Blood of Jesus on the Cross' flower that only blooms during Holy Week.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/blood-of-jesus.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/fascination-of-plants-day.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/blood-of-jesus-flower/,2017-04-12T08:54:27+00:00,blood of jesus flower ,
415,An image shows the heavily armed officers of United Airlines' Special Seating and Apparel Division.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/united-airlines.jpg?w=1024 1024w'],https://www.snopes.com/fact-check/united-airlines-seating-and-apparel/,2017-04-11T15:16:54+00:00,united airlines seating apparel,
416,A photograph shows Donald Trump with a diarrhea stain on his golf pants.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/trump-diarhea.jpg?w=540 540w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/trump-golfing.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/trump-diarrhea-golf-course/,2017-04-10T10:32:53+00:00,trump diarrhea golf course ,
417,Photographs show the figure of an astronaut carved into the wall of a 12th century Spanish cathedral.,miscaptioned,"['https://us-east-1.tchyn.io/snopes-production/uploads/2015/04/astro5.jpg?w=382 382w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2015/04/astro4.jpg?w=375 375w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2015/04/astro3.jpg?w=512 512w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2015/04/astro2.jpg?w=512 512w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2015/04/astro1.jpg?w=512 512w']",https://www.snopes.com/fact-check/a-spanish-mystery/,2017-04-09T15:13:42+00:00,Astronaut Carving Spanish,
418,"Scientists are stumped by a photograph taken by the Hubble Telescope, and some believe it shows ""the gates of heaven.""",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/01/12507579_10207567679504102_6589331564951282548_n.jpg?w=368 368w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/01/n-nebula.jpg?resize=1024', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/01/Screenshot-2016-01-22-at-2.54.55-PM.png?w=494 494w']",https://www.snopes.com/fact-check/gates-of-heaven/,2017-04-09T11:13:37+00:00,hubble gates of heaven,
419,Photographs show a rare strain of blue strawberries.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/blue-strawberry-collage.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/red-strawberry-collage.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/fish-genes.jpg?w=900 900w']",https://www.snopes.com/fact-check/blue-strawberries/,2017-04-08T16:18:21+00:00,blue strawberries,
422,An ancient underground city was discovered beneath Cades Cove.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/04/A-tweet-from-GSMNPNews-about-the-underground-city-beneath-Cades-Cove.jpg?w=500 500w'],https://www.snopes.com/fact-check/underground-city-cades-cove/,2017-04-03T18:42:37+00:00,underground city Cades Cove,
424,"A photograph shows a man posing with a bear that he killed while it was hibernating, an act made legal by the passage of a new law.",FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/bear-hunting.jpg?w=468 468w'],https://www.snopes.com/fact-check/kill-hibernating-bear/,2017-03-31T20:26:14+00:00,kill hibernating bear ,
425,A photograph shows a humorous sign warning people not to cross a field due to the presence of a bull.,TRUE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/do-not-cross-field.jpg?w=716 716w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/sign-is-fake.jpg?w=727 727w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/sign.jpg?w=500 500w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/Collage-signs.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/bull-warning-sign-field/,2017-03-31T12:02:38+00:00,bull warning sign,
426,A photograph shows two great white sharks swimming in the Mississippi River.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/great-white-sharks.jpg?w=640 640w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/Screen-Shot-2016-10-26-at-2.32.53-PM.png?w=1048 1048w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/10/Screen-Shot-2016-10-26-at-2.32.07-PM.png?w=1232 1232w']",https://www.snopes.com/fact-check/great-white-sharks-spotted-in-mississippi-river/,2017-03-29T14:53:10+00:00,great white sharks mississippi,
427,A photograph shows Melania Trump posing in front of a jet while pregnant.,TRUE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/melania-trump-vogue.jpg?w=480 480w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/melania-pregnant.jpg?w=583 583w']",https://www.snopes.com/fact-check/melania-trump-jet/,2017-03-28T19:50:47+00:00,melania trump jet pregnant,
428,"If you look carefully, you can see the phrase ""Hail Satan"" embossed on the US $10,000 bill.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/Hail-Satan.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/10000_bill.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/hail-satan-hidden-10000-bill/,2017-03-27T14:29:26+00:00,hail satan 10000 bill ,
432,American political consultant Roger Stone has a tattoo of Richard Nixon on his back.,TRUE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/roger-stone.jpg?w=508 508w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/roger-stone-1.jpg?w=615 615w']",https://www.snopes.com/fact-check/roger-stone-nixon-tattoo/,2017-03-21T15:43:29+00:00,roger stone nixon tattoo,
434,Images show several large topiary cats created by a retiree and artist named John Brooker.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/12/cat-topiaries.jpg?w=492 492w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/12/topiary-cat.jpg?w=579 579w']",https://www.snopes.com/fact-check/topiary-cats/,2017-03-19T10:55:41+00:00,Topiary Cat,
436,A photograph shows a man who was mugged while delivering comic books to his sick daughter.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/hugh-jackman.jpg?w=476 476w'],https://www.snopes.com/fact-check/comic-book-mugging/,2017-03-14T09:44:40+00:00,father comic book mug,8.40325E+17
439,"An image shows a ""Georgian Speekle,"" one of the world's scariest insects.",mostly-false,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/georgian-1.jpg?w=650 650w'],https://www.snopes.com/fact-check/georgian-speekle/,2017-03-09T17:06:25+00:00,georgian speekle ,
440,"A photograph shows Barack Obama sitting with Malcolm X and Martin Luther King, Jr.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/o-x-mlk.jpg?w=500 500w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/malcolm-x-portrait.jpg?w=847 847w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/lyndon-johnson.jpg?w=1339 1339w']",https://www.snopes.com/fact-check/obama-malcolm-x-king/,2017-03-07T15:34:41+00:00,obama malcolm x ,
442,A 'Harry Potter Dementor' figure was photographed above a shopping center in Zambia.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/harry-potter-clouds.jpg?w=900 900w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/kite-strings-compared.jpg?w=900 900w']",https://www.snopes.com/fact-check/dementor-figure-in-sky/,2017-03-06T10:11:50+00:00,dementor figure sky ,
443,"Photographs depict signs marking the sites of ""future internment camps"" authorized by President Trump's executive order.",FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/lot-reserved-for-future-internment-camp.jpg?w=800 800w'],https://www.snopes.com/fact-check/lot-reserved-for-future-internment-camp/,2017-03-06T08:47:36+00:00,lot reserved future internment camp ,
444,A photograph shows a baseball stadium repurposed as a residential neighborhood.,miscaptioned,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/01/house-in-stadium.jpg?resize=1024', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/01/model-homes.png?w=710 710w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/01/stadium-neighborhood.jpg?w=612 612w']",https://www.snopes.com/fact-check/osaka-baseball-stadium-neighborhood/,2017-03-05T08:40:16+00:00,osaka baseball stadium neighborhood ,
446,A photograph shows a red blood cell on the tip of a needle.,mixture,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/red-blood-cell.jpg?w=530 530w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/03/needle.jpg?w=720 720w']",https://www.snopes.com/fact-check/red-blood-cell-tip-needle/,2017-03-01T15:51:43+00:00,red blood cell needle,
447,"A photograph clearly shows White House advisor Stephen Miller using a hand gesture that means ""white power.""",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/stephen-miller-white-power-resized.jpg?w=800 800w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/stephen-miller-gang-symbols-resized.jpg?w=800 800w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/stephen-miller-cropped.jpg?w=800 800w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/stephen-miller-cropped-2.jpg?w=800 800w']",https://www.snopes.com/fact-check/stephen-miller-white-power-hand-sign/,2017-02-22T12:16:55+00:00,stephen miller white power hand,
448,A photograph show Ivanka Trump with Vladimir Putin and Wendi Murdoch.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/ivanka-putin-and-murdoch.jpg?w=1043 1043w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/wendi-murdoch-baz-luhrmann-ivanka-trump-hannah-thomson-met-gala.jpg?w=1240 1240w']",https://www.snopes.com/fact-check/ivanka-trump-with-vladimir-putin-and-wendi-murdoch/,2017-02-22T09:45:05+00:00,ivanka trump putin wendi murdoch,
449,A photograph shows an island that is shaped like a violin in Costa Rica.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/violin.jpg?w=590 590w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/costa-rica-island.jpg?w=410 410w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/1280px-Pulau_Biola_Singapore_-_20110227.jpg?w=1280 1280w']",https://www.snopes.com/fact-check/violin-island-in-costa-rica/,2017-02-19T20:22:25+00:00,violin island costa rica,
450,"A photograph showing Magic Johnson with Jack Nicholson, Michael Jackson, Madonna, and several other celebrities walking into the NBA Playoffs.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/magic-johnson.jpg?w=891 891w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/magic-johnson-1.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/magic-johnson-celebrity-crew/,2017-02-19T19:33:19+00:00,magic johnson celebrity,
451,A photograph shows a Starbucks with an welcome mat featuring a picture of President Trump on its floor.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/starbucks-coffee.jpg?w=584 584w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/starbucks-disney.jpg?w=550 550w']",https://www.snopes.com/fact-check/starbucks-trump-photo-floor/,2017-02-19T16:41:19+00:00,starbuck trump floor,
455,"Ben & Jerry's created an ""ImPeachMint"" flavored ice cream for President Donald Trump.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/ben-jerry-trump.jpg?w=597 597w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/MAD-Magazine-Obama-ImpeachMint.jpg?w=555 555w']",https://www.snopes.com/fact-check/ben-jerrys-impeachmint-ice-cream/,2017-02-15T18:06:44+00:00,ben jerrys trump ice cream,
457,President Trump tweeted on 14 February 2017 that Betsy DeVos was correct in suggesting disabled students are disruptive in the classroom.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/devos-is-right-handicapped-and-minority-children-disruptive.jpg?w=590 590w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/Deleted_tweets_for_President_Donald_Trump__R.jpg?w=654 654w']",https://www.snopes.com/fact-check/trump-insult-minorities-disabilities-twitter/,2017-02-15T08:17:57+00:00,trump DeVos handicapped disruptive,
459,"A gruesome photograph of a shredded hand depicts a ""new punishment for reading the Bible"" in Saudi Arabia.",FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2015/12/biblehand.jpg?resize=300'],https://www.snopes.com/fact-check/punishment-reading-bible-saudi-arabia/,2017-02-11T12:01:18+00:00,punishment bible saudi arabia,
461,A photograph shows a young Mike Pence with his chest exposed.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/11/blast-from-past.jpg?w=540 540w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/11/brad-patton.jpg?w=600 600w']",https://www.snopes.com/fact-check/mike-pences-gay-past/,2017-02-07T09:54:12+00:00,mike pence gay past,
462,Tom Brady flashed his middle finger while being presented with the 2017 Super Bowl MVP trophy.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/Brady-real-pic.jpg?w=600 600w'],https://www.snopes.com/fact-check/tom-brady-flip-off-nfl-commissioner/,2017-02-06T16:39:35+00:00,tom brady flip off nfl,
463,The Simpsons correctly predicted various incidents that took place during Super Bowl LI.,mixture,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/lady-gaga-super-bowl.jpg?w=492 492w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/lady-gaga.jpg?w=800 800w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/simpsons.jpg?w=491 491w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/simpsons-score.jpg?w=591 591w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/scoreboard.jpg?w=800 800w']",https://www.snopes.com/fact-check/lady-gaga-superbowl-simpsons/,2017-02-06T13:23:42+00:00,lady gaga superbowl simpsons,
465,A 1940's Dr. Seuss political cartoon criticized Americans for not caring about the deaths of foreign children.,TRUE,['https://us-east-1.tchyn.io/snopes-production/uploads/2015/11/dr-seuss-adolf-the-wolf.jpg?w=608 608w'],https://www.snopes.com/fact-check/dr-seuss-adolf-wolf/,2017-02-05T09:20:56+00:00,Dr. Seuss foreign children,
466,A vintage advertisement features a young boy eating a stick of butter.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/butter-ad.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/healthy_eating.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/butter-ad-comparison.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/boy-eating-butter-ad/,2017-02-02T22:53:59+00:00,boy eat butter ad,
470,Neil Gorsuch quoted Henry Kissinger in his Columbial University yearbook entry.,TRUE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/gorsuch-image.jpg?w=605 605w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/gorsuch-frat.jpg?w=574 574w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/02/gorsuch.jpg?w=537 537w']",https://www.snopes.com/fact-check/neil-gorsuch-yearbook/,2017-02-01T09:06:39+00:00,neil gorsuch yearbook,
471,"Starbucks offered free drink upgrades to customers who provided the name ""Aloha Snackbar"" to their baristas.",FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/starbucks-ad.jpg?w=1000 1000w'],https://www.snopes.com/fact-check/starbucks-welcomerefugees-promotion/,2017-01-31T15:46:14+00:00,starbucks welcomerefugees,
472,"A photograph shows Melania Trump's grandmother, Olga Orlif, who was a Soviet Soldier in World War II.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/Screenshot-2017-01-31-at-10.32.26-AM.png?w=399 399w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/080-janet-leigh-theredlist.jpeg?w=1000 1000w']",https://www.snopes.com/fact-check/melania-trumps-grandmother-soviet-soldier-olga-orlif/,2017-01-31T15:31:50+00:00,melania trumps grandmother soviet soldier,
474,A photograph shows Canadian Prime Minister Justin Trudeau watering a tree in the rain.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/16252345_1261831690576273_7686840502082837568_o-1.jpg?w=1440 1440w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/trees-in-the-rain.jpg?w=662 662w']",https://www.snopes.com/fact-check/justin-trudeau-waters-a-tree-in-the-rain/,2017-01-30T06:53:55+00:00,justin trudeau tree rain,
475,Donald Trump doctored a White House photograph to make his hands appear larger.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/trumps-hands.jpg?w=582 582w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/comparison-photo.jpg?w=587 587w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/abc-interview.jpg?w=866 866w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/hand-size-compared.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/hands.jpg?w=800 800w']",https://www.snopes.com/fact-check/trump-photoshopped-hands/,2017-01-27T12:28:16+00:00,trump photoshopped hand,
476,"Rachel Maddow tweeted that Donald Trump needs to be ""taken out"" before he destroys America.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/rachel-maddow.jpg?w=750 750w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/maddow-tweet.jpg?w=594 594w']",https://www.snopes.com/fact-check/rachel-maddow-trump-tweet/,2017-01-27T07:31:52+00:00,rachel maddow trump tweet,
477,A Gucci ensemble worn by Trump counselor Kellyanne Conway to the inauguration closely resembled a 1970s 'Simplicity' pattern.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/gucci-kellyanne-conway-simplicity-pattern.jpg?w=739 739w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/kellyanne-conway-simplicity-pattern-fake.jpg?w=570 570w']",https://www.snopes.com/fact-check/kellyanne-conway-simplicity-pattern/,2017-01-25T10:05:21+00:00,kellyanne conway copy simplicity,
478,President Trump tweeted that drug testing would soon be mandatory for all recipients of government assistance.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/donald-trump-drug-test-tweet.jpg?w=638 638w'],https://www.snopes.com/fact-check/drug-test-benefits-trump-tweet/,2017-01-24T09:56:02+00:00,drug test mandatory trump,
480,President Barack Obama put his hand on Melania Trump's buttocks during her husband's 20 January 2017 inauguration.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/fake-obama-photo.jpg?w=458 458w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/fake-obama-ghost-arm.jpg?w=436 436w']",https://www.snopes.com/fact-check/obama-melania-trumps-backside/,2017-01-23T12:36:19+00:00,obama melania trumps backside,
481,A photograph captured Joe Biden posing menacingly with an elderly woman and a gun.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/joe-biden-gun-picture.jpg?w=1600 1600w'],https://www.snopes.com/fact-check/biden-woman-gun-photo/,2017-01-20T11:10:50+00:00,biden woman gun photo,
482,"A highway sign in Maryland told drivers to ""Consider Canada"" due to inauguration traffic.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/trump-canada.jpg?w=1024 1024w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/trump-delay.jpg?w=586 586w']",https://www.snopes.com/fact-check/highway-sign-consider-canada/,2017-01-20T09:34:57+00:00,highway consider canada,
483,Early images depict massive crowds at the 20 January 2017 inauguration of Donald Trump.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/fake-inaugural-crowds.jpg?w=576 576w'],https://www.snopes.com/fact-check/twitter-images-inauguration/,2017-01-20T09:17:32+00:00,trump inauguration many people,
484,Donald Trump was pictured at a cross burning with the KKK.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/trump-kkk.jpg?w=1119 1119w'],https://www.snopes.com/fact-check/trump-kkk-cross-burning/,2017-01-20T09:04:35+00:00,trump kkk cross burning ,
485,Donald Trump posed for a fake speechwriting photograph at an auction house's receptionist's desk.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/donald-trump-fake-photo.jpg?w=586 586w'],https://www.snopes.com/fact-check/trump-staged-speechwriting-picture/,2017-01-19T14:08:52+00:00,trump stage speechwriting,
486,A photograph shows a homeless woman outside in the cold holding a dead baby.,mixture,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/baby-death.jpg?w=700 700w'],https://www.snopes.com/fact-check/homeless-woman-frozen-baby/,2017-01-19T12:11:13+00:00,homeless mother frozen baby,
487,"The Hampton United Methodist Church called Donald Trump a pervert, a con artist, and a fascist on their church sign.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/church-sign.jpg?w=771 771w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/fake-sign.jpg?w=650 650w']",https://www.snopes.com/fact-check/church-mock-trump-sign/,2017-01-19T11:41:29+00:00,church mock trump,
488,"Vanilla ice cream was originally a deep, dark black color before white people demanded it be changed in 1912.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/vanilla.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/1876-ice-cream.jpg?w=400 400w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/1902-ice-cream.jpg?resize=1024']",https://www.snopes.com/fact-check/vanilla-ice-cream-black/,2017-01-18T15:07:56+00:00,vanilla ice cream black,
490,A photograph shows a large group of bikers on their way to Donald Trump's inauguration.,FALSE,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/15976968_10209530591274203_4650064959825684456_n.jpg?w=294 294w'],https://www.snopes.com/fact-check/motorcycle-group-trump-inauguration/,2017-01-17T10:00:53+00:00,motorcycle group trump inauguration,
491,"Donald Trump  advocated not washing hands after using the restroom as a ""power play"" in his 1987 book",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/trump-art-of-the-deal.jpg?w=720 720w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/trumptrick.jpg?w=516 516w']",https://www.snopes.com/fact-check/trump-no-wash-trick/,2017-01-16T10:37:01+00:00,trump no wash trick ,
492,A photograph shows a Palestinian boy after he was shot in the heart by an Israeli soldier during the First Intifada.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/israeli-boy.jpg?w=413 413w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/twitter-image.jpg?w=569 569w']",https://www.snopes.com/fact-check/palestinian-boy-shot-photo/,2017-01-13T14:18:07+00:00,palestinian boy shot photo,
493,A picture depicts a paralyzed man's groomsmen holding him up so he could marry his bride.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/groom-held-up.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/paralyzed-groom.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/groom-held-up-by-groomsmen.jpg?w=600 600w']",https://www.snopes.com/fact-check/groomsmen-supporting-a-paralyzed-man-at-his-wedding/,2017-01-11T11:17:50+00:00,groomsmen paralyzed wedding,
495,Image is a screenshot of a sincere debate between Facebook friends over the Affordable Care Act and Obamacare.,unproven,['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/im-not-on-obamacare.jpg?w=514 514w'],https://www.snopes.com/fact-check/obamacare-and-the-affordable-care-act/,2017-01-10T09:47:46+00:00,obamacare affordable care act ,
498,A photograph shows Jesse Owens and Hitler shaking hands at the 1936 Olympics.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/facebook-post.jpg?w=490 490w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/hitler-and-owens.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/jesse-owens-and-hitler-handshake/,2017-01-06T14:04:10+00:00,jesse owens hitler,
500,An x-ray image shows a snake that entered a woman's stomach by crawling through her vagina.,FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/original-sin.jpg?w=1280 1280w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/snake-xrays.jpg?w=900 900w']",https://www.snopes.com/fact-check/woman-snake-xray/,2017-01-05T13:10:24+00:00,woman snake xray,
501,The Washington Post's free daily newspaper used a male gender symbol to illustrate a cover story about women's rights.,TRUE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/wrong-gender.jpg?w=483 483w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/express.jpg?w=322 322w']",https://www.snopes.com/fact-check/express-gender-symbol/,2017-01-05T11:25:21+00:00,express gender symbol,
502,A turtle grew into an odd shape after being trapped in a rubber band for years.,mostly-true,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/a.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/a1.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/a1.jpg?w=600 600w']",https://www.snopes.com/fact-check/turtle-misshapen-rubber-band/,2017-01-03T14:39:50+00:00,turtle rubber band,
504,"Close examination of a photograph taken by NASA__ Mars Curiosity Rover shows the presence of a hairy, spider-monkey like creature.",FALSE,"['https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/3BB8A25D00000578-0-image-a-3_1483125821574.jpg?w=634 634w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/hairy-spider-on-mars.jpg?resize=1024', 'https://us-east-1.tchyn.io/snopes-production/uploads/2017/01/hairy-spider-on-mars.jpg?resize=1024']",https://www.snopes.com/fact-check/hairy-spider-monkey-found-mars/,2017-01-03T12:38:24+00:00,spider monkey mars,
